05/01/2004,"AAPT Championships, Adélaïde",Int' Series,355 000 $,Dur (ext.)
05/01/2004,"Chennai Open, Chennai",Int' Series,355 000 $,Dur (ext.)
05/01/2004,"Qatar ExxonMobil Open, Doha",Int' Series,975 000 $,Dur (ext.)
12/01/2004,"Heineken Open, Auckland",Int' Series,379 000 $,Dur (ext.)
12/01/2004,"Adidas International, Sydney",Int' Series,355 000 $,Dur (ext.)
19/01/2004,"Australian Open, Melbourne",G. Chelem,6 736 438 $,Dur (ext.)
09/02/2004,"Siebel Open, San José",Int' Series,355 000 $,Dur (int.)
09/02/2004,"BellSouth Open by Rosen, Viña del Mar",Int' Series,308 000 $,Terre (ext.)
09/02/2004,"Indesit ATP Milan Indoor, Milan",Int' Series,355 000 $,Moquette (int.)
16/02/2004,"ATP Buenos Aires, Buenos Aires",Int' Series,355 000 $,Terre (ext.)
16/02/2004,"Kroger St. Jude, Memphis",Series Gold,665 000 $,Dur (int.)
16/02/2004,"ABN AMRO World Tennis Tournament, Rotterdam",Series Gold,805 505 $,Dur (int.)
23/02/2004,"Open 13, Marseille",Int' Series,600 000 $,Dur (int.)
23/02/2004,"Brasil Open, Costa do Sauípe",Int' Series,355 000 $,Terre (ext.)
01/03/2004,"Abierto Mexicano de Tenis Telefónica Movistar, Acapulco",Series Gold,627 000 $,Terre (ext.)
01/03/2004,"The Dubai Tennis Championships, Dubaï",Series Gold,975 000 $,Dur (ext.)
01/03/2004,"Franklin Templeton Tennis Classic, Scottsdale",Int' Series,355 000 $,Dur (ext.)
08/03/2004,"Pacific Life Open, Indian Wells",Masters Series,2 529 000 $,Dur (ext.)
22/03/2004,"NASDAQ-100 Open, Miami",Masters Series,3 200 000 $,Dur (ext.)
12/04/2004,"Estoril Open, Estoril",Int' Series,500 000 $,Terre (ext.)
12/04/2004,"US Men's Clay Court Championship, Houston",Int' Series,355 000 $,Terre (ext.)
12/04/2004,"Open de Tenis Comunidad Valenciana, Valence",Int' Series,375 000 $,Terre (ext.)
19/04/2004,"Tennis Masters Monte-Carlo, Monte-Carlo",Masters Series,2 200 000 $,Terre (ext.)
26/04/2004,"Open Seat Godó, Barcelone",Series Gold,1 000 000 $,Terre (ext.)
26/04/2004,"BMW Open by Crédit suisse, Munich",Int' Series,355 000 $,Terre (ext.)
03/05/2004,"Telecom Italia Masters, Rome",Masters Series,2 200 000 $,Terre (ext.)
10/05/2004,"Masters Series Hamburg, Hambourg",Masters Series,2 200 000 $,Terre (ext.)
17/04/2004,"Grand-Prix Hassan II, Casablanca",Int' Series,355 000 $,Terre (ext.)
17/05/2004,"International Raiffeisen Grand Prix, Sankt Pölten",Int' Series,355 000 $,Terre (ext.)
24/05/2004,"Roland-Garros, Paris",G. Chelem,7 462 318 $,Terre (ext.)
07/06/2004,"Gerry Weber Open, Halle (Westf.)",Int' Series,767 000 $,Gazon (ext.)
07/06/2004,"The Stella Artois Championships, Londres",Int' Series,767 000 $,Gazon (ext.)
14/06/2004,"Ordina Open, Bois-le-Duc",Int' Series,355 000 $,Gazon (ext.)
14/06/2004,"Nottingham Open by The Sunday Telegraph, Nottingham",Int' Series,355 000 $,Gazon (ext.)
21/06/2004,"The Championships, Wimbledon",G. Chelem,8 328 704 $,Gazon (ext.)
05/07/2004,"Synsam Swedish Open, Båstad",Int' Series,355 000 $,Terre (ext.)
05/07/2004,"Allianz Suisse Open, Gstaad",Int' Series,525 000 $,Terre (ext.)
05/07/2004,"Campbell’s Hall of Fame Tennis Championships, Newport (RI)",Int' Series,355 000 $,Gazon (ext.)
12/07/2004,"The Priority Telecom Open, Amersfoort",Int' Series,355 000 $,Terre (ext.)
12/07/2004,"Mercedes-Benz Cup, Los Angeles",Int' Series,355 000 $,Dur (ext.)
12/07/2004,"Mercedes Cup, Stuttgart",Series Gold,590 000 $,Terre (ext.)
19/07/2004,"RCA Championships, Indianapolis",Int' Series,575 000 $,Dur (ext.)
19/07/2004,"Generali Open, Kitzbühel",Series Gold,782 828 $,Terre (ext.)
19/07/2004,"Croatia Open, Umag",Int' Series,375 000 $,Terre (ext.)
26/08/2004,"Canada Tennis Masters Series, Toronto",Masters Series,2 564 000 $,Dur (ext.)
02/08/2004,"Western & Southern Financial Group Masters, Cincinnati",Masters Series,2 200 000 $,Dur (ext.)
09/08/2004,"Idea Prokom Open, Sopot",Int' Series,475 000 $,Terre (ext.)
16/08/2004,"Jeux olympiques, Athènes",J. Olympiques,NC $,Dur (ext.)
16/08/2004,"Legg Mason Tennis Classic, Washington",Int' Series,475 000 $,Dur (ext.)
23/08/2004,"TD Waterhouse Cup, Long Island",Int' Series,355 000 $,Dur (ext.)
30/08/2004,"US Open, Flushing Meadows",G. Chelem,7 696 000 $,Dur (ext.)
13/09/2004,"China Open, Pékin",Int' Series,475 000 $,Dur (ext.)
13/09/2004,"BCR Open Romania, Bucarest",Int' Series,355 000 $,Terre (ext.)
13/09/2004,"Millennium International Tennis Championships, Delray Beach",Int' Series,355 000 $,Dur (ext.)
27/09/2004,"Thailand Open, Bangkok",Int' Series,525 000 $,Dur (int.)
27/09/2004,"Campionati Internazionali di Sicilia, Palerme",Int' Series,355 000 $,Terre (ext.)
27/09/2004,"Heineken Open, Shanghai",Int' Series,355 000 $,Dur (ext.)
04/10/2004,"Grand Prix de tennis de Lyon, Lyon",Int' Series,767 000 $,Moquette (int.)
04/10/2004,"AIG Japan Open Tennis Championships, Tokyo",Series Gold,665 000 $,Dur (ext.)
11/10/2004,"Open de Moselle, Metz",Int' Series,355 000 $,Dur (int.)
11/10/2004,"Kremlin Cup, Moscou",Int' Series,975 000 $,Moquette (int.)
11/10/2004,"BA-CA Tennis Trophy, Vienne",Series Gold,658 000 $,Dur (int.)
18/10/2004,"Masters Series Madrid, Madrid",Masters Series,2 200 000 $,Dur (int.)
25/10/2004,"Davidoff Swiss Indoors Basel, Bâle",Int' Series,975 000 $,Moquette (int.)
25/10/2004,"St. Petersburg Open, Saint-Pétersbourg",Int' Series,975 000 $,Moquette (int.)
25/10/2004,"If Stockholm Open, Stockholm",Int' Series,625 000 $,Dur (int.)
01/11/2004,"BNP Paribas Masters, Paris",Masters Series,2 200 000 $,Moquette (int.)
15/11/2004,"Tennis Masters Cup, Houston",Masters,3 700 000 $,Dur (ext.)
