01/01/2007,"Next Generation Adelaide International, Adélaïde",Int' Series,411 000 $,Dur (ext.)
01/01/2007,"Chennai Open, Chennai",Int' Series,391 000 $,Dur (ext.)
01/01/2007,"Qatar ExxonMobil Open, Doha",Int' Series,975 000 $,Dur (ext.)
08/01/2007,"Heineken Open, Auckland",Int' Series,391 000 $,Dur (ext.)
08/01/2007,"Medibank International, Sydney",Int' Series,411 000 $,Dur (ext.)
15/01/2007,"Australian Open, Melbourne",G. Chelem,7 297 050 $,Dur (ext.)
28/01/2007,"Delray Beach International Tennis Championships, Delray Beach",Int' Series,391 000 $,Dur (ext.)
29/01/2007,"Movistar Open, Viña del Mar",Int' Series,423 000 $,Terre (ext.)
29/01/2007,"PBZ Zagreb Indoors, Zagreb",Int' Series,391 000 $,Moquette (int.)
12/02/2007,"Brasil Open, Costa do Sauípe",Int' Series,431 000 $,Terre (ext.)
12/02/2007,"Open 13, Marseille",Int' Series,575 000 $,Dur (int.)
12/02/2007,"SAP Open, San José",Int' Series,391 000 $,Dur (int.)
19/02/2007,"Copa Telmex, Buenos Aires",Int' Series,420 000 $,Terre (ext.)
19/02/2007,"Regions Morgan Keegan Championships, Memphis",Series Gold,732 000 $,Dur (int.)
19/02/2007,"ABN AMRO World Tennis Tournament, Rotterdam",Series Gold,900 000 $,Dur (int.)
26/02/2007,"Abierto Mexicano Telcel, Acapulco",Series Gold,732 000 $,Terre (ext.)
26/02/2007,"The Dubai Tennis Championships, Dubaï",Series Gold,1 401 250 $,Dur (ext.)
26/02/2007,"Tennis Channel Open, Las Vegas",Int' Series,391 000 $,Dur (ext.)
05/03/2007,"Pacific Life Open, Indian Wells",Masters Series,3 035 000 $,Dur (ext.)
19/03/2007,"Sony Ericsson Open, Miami",Masters Series,3 200 000 $,Dur (ext.)
09/04/2007,"US Men's Clay Court Championship, Houston",Int' Series,391 000 $,Terre (ext.)
09/04/2007,"Open de Tenis Comunidad Valenciana, Valence",Int' Series,391 000 $,Terre (ext.)
15/04/2007,"Masters Series Monte-Carlo presented by Rolex, Monte-Carlo",Masters Series,2 200 000 $,Terre (ext.)
23/04/2007,"Open Seat, Barcelone",Series Gold,900 000 $,Terre (ext.)
23/04/2007,"Grand-Prix Hassan II, Casablanca",Int' Series,391 000 $,Terre (ext.)
29/04/2007,"Estoril Open, Estoril",Int' Series,600 000 $,Terre (ext.)
30/04/2007,"BMW Open by FWU AG, Munich",Int' Series,391 000 $,Terre (ext.)
07/05/2007,"Internazionali BNL d'Italia, Rome",Masters Series,2 200 000 $,Terre (ext.)
14/05/2007,"Masters Series Hamburg presented by EON Hanse, Hambourg",Masters Series,2 200 000 $,Terre (ext.)
20/05/2007,"Hypo Group Tennis International, Pörtschach",Int' Series,391 000 $,Terre (ext.)
28/05/2007,"Roland-Garros, Paris",G. Chelem,9 334 930 $,Terre (ext.)
11/06/2007,"Gerry Weber Open, Halle (Westf.)",Int' Series,775 000 $,Gazon (ext.)
11/06/2007,"The Artois Championships, Londres",Int' Series,775 000 $,Gazon (ext.)
17/06/2007,"Ordina Open, Bois-le-Duc",Int' Series,391 000 $,Gazon (ext.)
18/06/2007,"The Nottingham Open, Nottingham",Int' Series,391 000 $,Gazon (ext.)
25/06/2007,"The Championships, Wimbledon",G. Chelem,10 039 190 $,Gazon (ext.)
09/07/2007,"Catella Swedish Open, Båstad",Int' Series,391 000 $,Terre (ext.)
09/07/2007,"Allianz Suisse Open, Gstaad",Int' Series,471 000 $,Terre (ext.)
09/07/2007,"Campbell’s Hall of Fame Tennis Championships, Newport",Int' Series,391 000 $,Gazon (ext.)
16/07/2007,"Dutch Open Tennis, Amersfoort",Int' Series,391 000 $,Terre (ext.)
16/07/2007,"Countrywide Classic, Los Angeles",Int' Series,500 000 $,Dur (ext.)
16/07/2007,"Mercedes Cup, Stuttgart",Series Gold,732 000 $,Terre (ext.)
23/07/2007,"Indianapolis Tennis Championships, Indianapolis",Int' Series,500 000 $,Dur (ext.)
23/07/2007,"Austrian Open, Kitzbühel",Series Gold,732 000 $,Terre (ext.)
23/07/2007,"Studena Croatia Open, Umag",Int' Series,391 000 $,Terre (ext.)
29/07/2007,"Legg Mason Tennis Classic, Washington",Int' Series,575 000 $,Dur (ext.)
30/07/2007,"Orange Prokom Open, Sopot",Int' Series,475 000 $,Terre (ext.)
05/08/2007,"Coupe Rogers, Montréal",Masters Series,2 200 000 $,Dur (ext.)
13/08/2007,"Western & Southern Financial Group Masters, Cincinnati",Masters Series,2 200 000 $,Dur (ext.)
19/08/2007,"Pilot Pen Tennis, New Haven",Int' Series,650 000 $,Dur (ext.)
27/08/2007,"US Open, Flushing Meadows",G. Chelem,8 848 000 $,Dur (ext.)
10/09/2007,"China Open, Pékin",Int' Series,475 000 $,Dur (ext.)
10/09/2007,"BCR Open Romania, Bucarest",Int' Series,391 000 $,Terre (ext.)
24/09/2007,"Thailand Open, Bangkok",Int' Series,525 000 $,Dur (int.)
24/09/2007,"Kingfisher Airlines Tennis Open, Bombay",Int' Series,391 000 $,Dur (ext.)
01/10/2007,"Open de Moselle, Metz",Int' Series,391 000 $,Dur (int.)
01/10/2007,"AIG Japan Open Tennis Championships, Tokyo",Series Gold,732 000 $,Dur (ext.)
07/10/2007,"If Stockholm Open, Stockholm",Int' Series,775 000 $,Dur (int.)
07/10/2007,"BA-CA Tennis Trophy, Vienne",Series Gold,732 000 $,Dur (int.)
08/10/2007,"Kremlin Cup, Moscou",Int' Series,975 000 $,Dur (int.)
15/10/2007,"Mutua Madrileña Masters Madrid, Madrid",Masters Series,2 200 000 $,Dur (int.)
22/10/2007,"Davidoff Swiss Indoors Basel, Bâle",Int' Series,975 000 $,Dur (int.)
22/10/2007,"Grand Prix de tennis de Lyon, Lyon",Int' Series,775 000 $,Moquette (int.)
22/10/2007,"St. Petersburg Open, Saint-Pétersbourg",Int' Series,975 000 $,Moquette (int.)
28/10/2007,"BNP Paribas Masters, Paris",Masters Series,2 200 000 $,Dur (int.)
12/11/2007,"Tennis Masters Cup, Shanghai",Masters,3 800 000 $,Dur (int.)
