02/01/2006,"Next Generation Adelaide International, Adélaïde",Int' Series,394 000 $,Dur (ext.)
02/01/2006,"Chennai Open, Chennai",Int' Series,355 000 $,Dur (ext.)
02/01/2006,"Qatar ExxonMobil Open, Doha",Int' Series,975 000 $,Dur (ext.)
09/01/2006,"Heineken Open, Auckland",Int' Series,405 000 $,Dur (ext.)
09/01/2006,"Medibank International, Sydney",Int' Series,394 000 $,Dur (ext.)
16/01/2006,"Australian Open, Melbourne",G. Chelem,6 784 589 $,Dur (ext.)
30/01/2006,"Delray Beach International Tennis Championships, Delray Beach",Int' Series,355 000 $,Dur (ext.)
30/01/2006,"Movistar Open, Viña del Mar",Int' Series,355 000 $,Terre (ext.)
30/01/2006,"PBZ Zagreb Indoors, Zagreb",Int' Series,355 000 $,Moquette (int.)
13/02/2006,"Copa Telmex, Buenos Aires",Int' Series,400 000 $,Terre (ext.)
13/02/2006,"Open 13, Marseille",Int' Series,575 000 $,Dur (int.)
13/02/2006,"SAP Open, San José",Int' Series,355 000 $,Dur (int.)
20/02/2006,"Regions Morgan Keegan Championships, Memphis",Series Gold,665 000 $,Dur (int.)
20/02/2006,"ABN AMRO World Tennis Tournament, Rotterdam",Series Gold,900 000 $,Dur (int.)
20/02/2006,"Brasil Open, Costa do Sauípe",Int' Series,355 000 $,Terre (ext.)
27/02/2006,"Abierto Mexicano Telcel, Acapulco",Series Gold,665 000 $,Terre (ext.)
27/02/2006,"The Dubai Tennis Championships, Dubaï",Series Gold,975 000 $,Dur (ext.)
27/02/2006,"Tennis Channel Open, Las Vegas",Int' Series,355 000 $,Dur (ext.)
06/03/2006,"Pacific Life Open, Indian Wells",Masters Series,2 919 600 $,Dur (ext.)
20/03/2006,"NASDAQ-100 Open, Miami",Masters Series,3 200 000 $,Dur (ext.)
10/04/2006,"US Men's Clay Court Championship, Houston",Int' Series,355 000 $,Terre (ext.)
10/04/2006,"Open de Tenis Comunidad Valenciana, Valence",Int' Series,375 000 $,Terre (ext.)
17/04/2006,"Masters Series Monte-Carlo presented by Rolex, Monte-Carlo",Masters Series,2 200 000 $,Terre (ext.)
24/04/2006,"Open Seat, Barcelone",Series Gold,900 000 $,Terre (ext.)
24/04/2006,"Grand-Prix Hassan II, Casablanca",Int' Series,355 000 $,Terre (ext.)
01/05/2006,"Estoril Open, Estoril",Int' Series,600 000 $,Terre (ext.)
01/05/2006,"BMW Open by FWU AG, Munich",Int' Series,355 000 $,Terre (ext.)
08/05/2006,"Internazionali d'Italia, Rome",Masters Series,2 200 000 $,Terre (ext.)
15/05/2006,"Masters Series Hamburg presented by EON Hanse, Hambourg",Masters Series,2 200 000 $,Terre (ext.)
