04/01/2015,"Brisbane International presented by Suncorp, Brisbane",ATP 250,439 405 $,Dur (ext.)
05/01/2015,"Qatar ExxonMobil Open, Doha",ATP 250,1 129 815 $,Dur (ext.)
05/01/2015,"Aircel Chennai Open, Chennai",ATP 250,403 495 $,Dur (ext.)
11/01/2015,"Apia International Sydney, Sydney",ATP 250,439 405 $,Dur (ext.)
12/01/2015,"Heineken Open, Auckland",ATP 250,464 490 $,Dur (ext.)
19/01/2015,"Australian Open, Melbourne",G. Chelem,15 166 000 AU$,Dur (ext.)
02/02/2015,"Open Sud de France, Montpellier",ATP 250,439 405 €,Dur (int.)
02/02/2015,"PBZ Zagreb Indoors, Zagreb",ATP 250,439 405 €,Dur (int.)
02/02/2015,"Ecuador Open, Quito",ATP 250,439 405 $,Terre (ext.)
09/02/2015,"ABN AMRO World Tennis Tournament, Rotterdam",ATP 500,1 478 850 €,Dur (int.)
09/02/2015,"Memphis Open, Memphis",ATP 250,585 870 $,Dur (int.)
09/02/2015,"Brasil Open, São Paulo",ATP 250,444 650 $,Terre (int.)
16/02/2015,"Rio Open presented by Claro, Rio de Janeiro",ATP 500,1 414 550 $,Terre (ext.)
16/02/2015,"Open 13, Marseille",ATP 250,565 735 €,Dur (int.)
16/02/2015,"Delray Beach Open by The Venetian Las Vegas, Delray Beach",ATP 250,488 225 $,Dur (ext.)
23/02/2015,"Dubai Duty Free Tennis Championships, Dubaï",ATP 500,2 082 605 $,Dur (ext.)
23/02/2015,"Abierto Mexicano Telcel, Acapulco",ATP 500,1 414 550 $,Dur (ext.)
23/02/2015,"Argentina Open presentado por Buenos Aires Ciudad, Buenos Aires",ATP 250,500 550 $,Terre (ext.)
12/03/2015,"BNP Paribas Open, Indian Wells",Masters 1000,5 381 235 $,Dur (ext.)
25/03/2015,"Miami Open presented by Itaú, Miami",Masters 1000,5 381 235 $,Dur (ext.)
06/04/2015,"Grand Prix Hassan II, Casablanca",ATP 250,439 405 €,Terre (ext.)
06/04/2015,"Fayez Sarofim & Co. U.S. Men's Clay Court Championship, Houston",ATP 250,488 225 $,Terre (ext.)
13/04/2015,"Monte-Carlo Rolex Masters, Monte-Carlo",Masters 1000,3 288 530 €,Terre (ext.)
20/04/2015,"Barcelona Open BancSabadell, Barcelone",ATP 500,1 993 230 €,Terre (ext.)
20/04/2015,"BRD Nastase Tiriac Trophy, Bucarest",ATP 250,439 405 €,Terre (ext.)
27/04/2015,"BMW Open by FWU AG, Munich",ATP 250,439 405 €,Terre (ext.)
27/04/2015,"Millennium Estoril Open, Estoril",ATP 250,439 405 €,Terre (ext.)
27/04/2015,"TEB BNP Paribas Istanbul Open, Istanbul",ATP 250,439 405 €,Terre (ext.)
03/05/2015,"Mutua Madrid Open, Madrid",Masters 1000,4 185 405 €,Terre (ext.)
10/05/2015,"Internazionali BNL d'Italia, Rome",Masters 1000,3 288 530 €,Terre (ext.)
17/05/2015,"Geneva Open, Genève",ATP 250,439 405 €,Terre (ext.)
17/05/2015,"Open de Nice Côte d'Azur, Nice",ATP 250,439 405 €,Terre (ext.)
24/05/2015,"Roland-Garros, Paris",G. Chelem,11 024 000 €,Terre (ext.)
08/06/2015,"Topshelf Open, Bois-le-Duc",ATP 250,537 050 €,Gazon (ext.)
08/06/2015,"Mercedes Cup, Stuttgart",ATP 250,574 965 €,Gazon (ext.)
15/06/2015,"Gerry Weber Open, Halle (Westf.)",ATP 500,1 574 640 €,Gazon (ext.)
15/06/2015,"AEGON Championships, Londres",ATP 500,1 574 640 €,Gazon (ext.)
21/06/2015,"Aegon Open Nottingham, Nottingham",ATP 250,589 160 €,Gazon (ext.)
29/06/2015,"The Championships, Wimbledon, Londres",G. Chelem,11 028 000 £,Gazon (ext.)
13/07/2015,"Hall of Fame Tennis Championships, Newport",ATP 250,488 225 $,Gazon (ext.)
20/07/2015,"SkiStar Swedish Open, Båstad",ATP 250,439 405 €,Terre (ext.)
20/07/2015,"Claro Open Colombia, Bogota",ATP 250,683 515 $,Dur (ext.)
20/07/2015,"Konzum Croatia Open Umag, Umag",ATP 250,439 405 €,Terre (ext.)
27/07/2015,"bet-at-home Open, Hambourg",ATP 500,1 285 955 €,Terre (ext.)
27/07/2015,"BB&T Atlanta Open, Atlanta",ATP 250,585 870 $,Dur (ext.)
27/07/2015,"Swiss Open Gstaad, Gstaad",ATP 250,439 405 €,Terre (ext.)
03/08/2015,"Citi Open, Washington D.C.",ATP 500,1 508 815 $,Dur (ext.)
03/08/2015,"Generali Open, Kitzbühel",ATP 250,439 405 €,Terre (ext.)
10/08/2015,"Coupe Rogers, Montréal",Masters 1000,3 587 490 $,Dur (ext.)
17/08/2015,"Western & Southern Open, Cincinnati",Masters 1000,3 826 655 $,Dur (ext.)
23/08/2015,"Winston-Salem Open, Winston-Salem",ATP 250,616 210 $,Dur (ext.)
31/08/2015,"US Open, Flushing Meadows",G. Chelem,17 388 900 $,Dur (ext.)
21/09/2015,"Moselle Open, Metz",ATP 250,439 405 €,Dur (int.)
21/09/2015,"St. Petersburg Open, Saint-Pétersbourg",ATP 250,1 030 000 $,Dur (int.)
28/09/2015,"Malaysian Open, Kuala Lumpur",ATP 250,937 835 $,Dur (int.)
28/09/2015,"Shenzhen Open, Shenzhen",ATP 250,607 940 $,Dur (ext.)
