31/12/2007,"Next Generation Adelaide International, Adélaïde",Int' Series,440 000 $,Dur (ext.)
31/12/2007,"Chennai Open, Chennai",Int' Series,411 000 $,Dur (ext.)
31/12/2007,"Qatar ExxonMobil Open, Doha",Int' Series,1 024 000 $,Dur (ext.)
07/01/2008,"Heineken Open, Auckland",Int' Series,439 000 $,Dur (ext.)
07/01/2008,"Medibank International, Sydney",Int' Series,440 000 $,Dur (ext.)
14/01/2008,"Australian Open, Melbourne",G. Chelem,9 609 $,Dur (ext.)
28/01/2008,"Movistar Open, Viña del Mar",Int' Series,437 000 $,Terre (ext.)
11/02/2008,"Brasil Open, Costa do Sauípe",Int' Series,460 000 $,Terre (ext.)
11/02/2008,"Delray Beach International Tennis Championships, Delray Beach",Int' Series,411 000 $,Dur (ext.)
11/02/2008,"Open 13, Marseille",Int' Series,513 000 €,Dur (int.)
18/02/2008,"Copa Telmex, Buenos Aires",Int' Series,441 000 $,Terre (ext.)
18/02/2008,"ABN AMRO World Tennis Tournament, Rotterdam",Series Gold,803 000 €,Dur (int.)
18/02/2008,"SAP Open, San José",Int' Series,411 000 $,Dur (int.)
25/02/2008,"Abierto Mexicano Telcel, Acapulco",Series Gold,769 000 $,Terre (ext.)
25/02/2008,"Regions Morgan Keegan Championships, Memphis",Series Gold,769 000 $,Dur (int.)
25/02/2008,"PBZ Zagreb Indoors, Zagreb",Int' Series,349 000 €,Dur (int.)
03/03/2008,"The Barclays Dubai Tennis Championships, Dubaï",Series Gold,1 401 000 $,Dur (ext.)
03/03/2008,"Tennis Channel Open, Las Vegas",Int' Series,411 000 $,Dur (ext.)
13/03/2008,"Pacific Life Open, Indian Wells",Masters Series,3 339 000 $,Dur (ext.)
27/03/2008,"Sony Ericsson Open, Miami",Masters Series,3 520 000 $,Dur (ext.)
14/04/2008,"Estoril Open, Estoril",Int' Series,349 000 €,Terre (ext.)
14/04/2008,"US Men's Clay Court Championship, Houston",Int' Series,411 000 $,Terre (ext.)
14/04/2008,"Open de Tenis Comunidad Valenciana, Valence",Int' Series,349 000 €,Terre (ext.)
20/04/2008,"Masters Series Monte-Carlo presented by Rolex, Monte-Carlo",Masters Series,2 057 000 €,Terre (ext.)
28/04/2008,"Open Sabadell Atlántico, Barcelone",Series Gold,803 000 €,Terre (ext.)
28/04/2008,"BMW Open by FWU AG, Munich",Int' Series,349 000 €,Terre (ext.)
05/05/2008,"Internazionali BNL d'Italia, Rome",Masters Series,2 057 000 €,Terre (ext.)
11/05/2008,"Masters Series Hamburg presented by EON Hanse, Hambourg",Masters Series,2 057 000 €,Terre (ext.)
18/05/2008,"Grand-Prix Hassan II, Casablanca",Int' Series,349 000 €,Terre (ext.)
18/05/2008,"Hypo Group Tennis International, Pörtschach",Int' Series,349 000 €,Terre (ext.)
25/05/2008,"Roland-Garros, Paris",G. Chelem,7 077 680 €,Terre (ext.)
09/06/2008,"Gerry Weber Open, Halle (Westf.)",Int' Series,692 000 €,Gazon (ext.)
09/06/2008,"The Artois Championships, Londres",Int' Series,692 000 €,Gazon (ext.)
09/06/2008,"Orange Warsaw Open, Varsovie",Int' Series,404 000 €,Terre (ext.)
