30/12/2002,"AAPT Championships, Adélaïde",Int' Series,332 000 $,Dur (ext.)
30/12/2002,"Tata Open, Chennai",Int' Series,355 000 $,Dur (ext.)
30/12/2002,"Qatar ExxonMobil Open, Doha",Int' Series,975 000 $,Dur (ext.)
06/01/2003,"Heineken Open, Auckland",Int' Series,322 000 $,Dur (ext.)
06/01/2003,"Adidas International, Sydney",Int' Series,322 000 $,Dur (ext.)
13/01/2003,"Australian Open, Melbourne",G. Chelem,4 861 502 $,Dur (ext.)
27/01/2003,"Breil Milano Indoor, Milan",Int' Series,355 000 $,Moquette (int.)
10/02/2003,"Open 13, Marseille",Int' Series,475 000 $,Dur (int.)
10/02/2003,"Siebel Open, San José",Int' Series,355 000 $,Dur (int.)
10/02/2003,"BellSouth Open by Rosen, Viña del Mar",Int' Series,320 000 $,Terre (ext.)
17/02/2003,"Copa AT&T, Buenos Aires",Int' Series,355 000 $,Terre (ext.)
17/02/2003,"Kroger St. Jude, Memphis",Series Gold,665 000 $,Dur (int.)
17/02/2003,"ABN AMRO World Tennis Tournament, Rotterdam",Series Gold,800 000 $,Dur (int.)
24/02/2003,"Abierto Mexicano de Tenis Telefónica Movistar, Acapulco",Series Gold,665 000 $,Terre (ext.)
24/02/2003,"The Dubai Tennis Championships, Dubaï",Series Gold,975 000 $,Dur (ext.)
24/02/2003,"Copenhagen Open, Copenhague",Int' Series,355 000 $,Dur (int.)
03/03/2003,"International Tennis Championships Delray Beach, Delray Beach",Int' Series,355 000 $,Dur (ext.)
03/03/2003,"Franklin Templeton Tennis Classic, Scottsdale",Int' Series,355 000 $,Dur (ext.)
10/03/2003,"Pacific Life Open, Indian Wells",Masters Series,2 200 000 $,Dur (ext.)
17/03/2003,"NASDAQ-100 Open, Miami",Masters Series,3 000 000 $,Dur (ext.)
07/04/2003,"Grand-Prix Hassan II, Casablanca",Int' Series,375 000 $,Terre (ext.)
07/04/2003,"Estoril Open, Estoril",Int' Series,500 000 $,Terre (ext.)
14/04/2003,"Tennis Masters Monte-Carlo, Monte-Carlo",Masters Series,2 200 000 $,Terre (ext.)
21/04/2003,"Open Seat Godó, Barcelone",Series Gold,900 000 $,Terre (ext.)
21/04/2003,"US Men's Clay Court Championship, Houston",Int' Series,355 000 $,Terre (ext.)
28/04/2003,"BMW Open by Crédit suisse, Munich",Int' Series,355 000 $,Terre (ext.)
28/04/2003,"CAM Open Comunidad Valenciana presented by Onofre, Valence",Int' Series,375 000 $,Terre (ext.)
05/05/2003,"Telecom Italia Masters, Rome",Masters Series,2 200 000 $,Terre (ext.)
12/05/2003,"Tennis Masters Hamburg, Hambourg",Masters Series,2 200 000 $,Terre (ext.)
19/05/2003,"International Raiffeisen Grand Prix, Sankt Pölten",Int' Series,355 000 $,Terre (ext.)
26/05/2003,"Roland-Garros, Paris",G. Chelem,7 202 717 $,Terre (ext.)
09/06/2003,"Gerry Weber Open, Halle (Westf.)",Int' Series,775 000 $,Gazon (ext.)
09/06/2003,"The Stella Artois Championships, Londres",Int' Series,800 000 $,Gazon (ext.)
16/06/2003,"Ordina Open, Bois-le-Duc",Int' Series,355 000 $,Gazon (ext.)
16/06/2003,"The Samsung Open, Nottingham",Int' Series,355 000 $,Gazon (ext.)
23/06/2003,"The Championships, Wimbledon",G. Chelem,7 229 232 $,Gazon (ext.)
07/07/2003,"Synsam Swedish Open, Båstad",Int' Series,355 000 $,Terre (ext.)
07/07/2003,"Allianz Suisse Open, Gstaad",Int' Series,525 000 $,Terre (ext.)
07/07/2003,"Miller Lite Hall of Fame Championships, Newport (RI)",Int' Series,355 000 $,Gazon (ext.)
14/07/2003,"Priority Telecom Dutch Open Tennis, Amersfoort",Int' Series,355 000 $,Terre (ext.)
14/07/2003,"Mercedes Cup, Stuttgart",Series Gold,665 000 $,Terre (ext.)
21/07/2003,"RCA Championships, Indianapolis",Int' Series,575 000 $,Dur (ext.)
21/07/2003,"Generali Open, Kitzbühel",Series Gold,900 000 $,Terre (ext.)
21/07/2003,"Croatia Open, Umag",Int' Series,375 000 $,Terre (ext.)
28/07/2003,"Mercedes-Benz Cup, Los Angeles",Int' Series,355 000 $,Dur (ext.)
28/07/2003,"Idea Prokom Open, Sopot",Int' Series,475 000 $,Terre (ext.)
28/07/2003,"Legg Mason Tennis Classic, Washington",Int' Series,575 000 $,Dur (ext.)
04/08/2003,"Masters de tennis du Canada, Montréal",Masters Series,2 200 000 $,Dur (ext.)
11/08/2003,"Western & Southern Financial Group Masters, Cincinnati",Masters Series,2 200 000 $,Dur (ext.)
18/08/2003,"TD Waterhouse Cup, Long Island",Int' Series,355 000 $,Dur (ext.)
25/08/2003,"US Open, Flushing Meadows",G. Chelem,7 336 000 $,Dur (ext.)
08/09/2003,"BCR Open Romania, Bucarest",Int' Series,355 000 $,Terre (ext.)
08/09/2003,"Brasil Open, Costa do Sauípe",Int' Series,355 000 $,Dur (ext.)
22/09/2003,"Thailand Open, Bangkok",Int' Series,525 000 $,Dur (int.)
22/09/2003,"Campionati Internazionali di Sicilia, Palerme",Int' Series,355 000 $,Terre (ext.)
22/09/2003,"Heineken Open, Shanghai",Int' Series,355 000 $,Dur (ext.)
29/09/2003,"Open de Moselle, Metz",Int' Series,355 000 $,Dur (int.)
29/09/2003,"Kremlin Cup, Moscou",Int' Series,975 000 $,Moquette (int.)
29/09/2003,"AIG Japan Open Championships, Tokyo",Series Gold,665 000 $,Dur (ext.)
06/10/2003,"Grand Prix de tennis de Lyon, Lyon",Int' Series,775 000 $,Moquette (int.)
06/10/2003,"CA Tennis Trophy, Vienne",Series Gold,665 000 $,Dur (int.)
13/10/2003,"Tennis Masters Madrid, Madrid",Masters Series,2 200 000 $,Dur (int.)
20/10/2003,"Davidoff Swiss Indoors Basel, Bâle",Int' Series,975 000 $,Moquette (int.)
