30/12/2013,"Brisbane International by Suncorp, Brisbane",ATP 250,452 670 $,Dur (ext.)
30/12/2013,"Qatar ExxonMobil Open, Doha",ATP 250,1 096 910 $,Dur (ext.)
30/12/2013,"Aircel Chennai Open, Chennai",ATP 250,399 985 $,Dur (ext.)
06/01/2014,"Apia International Sydney, Sydney",ATP 250,452 670 $,Dur (ext.)
06/01/2014,"Heineken Open, Auckland",ATP 250,455 190 $,Dur (ext.)
13/01/2014,"Australian Open, Melbourne",G. Chelem,16 000 000 AU$,Dur (ext.)
03/02/2014,"Open Sud de France, Montpellier",ATP 250,426 605 €,Dur (int.)
03/02/2014,"PBZ Zagreb Indoors, Zagreb",ATP 250,426 605 €,Dur (int.)
03/02/2014,"Royal Guard Open Chile, Viña del Mar",ATP 250,426 605 $,Terre (ext.)
10/02/2014,"ABN AMRO World Tennis Tournament, Rotterdam",ATP 500,1 369 305 €,Dur (int.)
10/02/2014,"U.S. National Indoor Tennis Championships, Memphis",ATP 250,568 805 $,Dur (int.)
10/02/2014,"Copa Claro, Buenos Aires",ATP 250,488 890 $,Terre (ext.)
17/02/2014,"Rio Open by Claro hdtv, Rio de Janeiro",ATP 500,1 309 770 $,Terre (ext.)
17/02/2014,"Open 13, Marseille",ATP 250,549 260 €,Dur (int.)
17/02/2014,"Delray Beach Open by The Venetian Las Vegas, Delray Beach",ATP 250,474 005 $,Dur (ext.)
24/02/2014,"Dubai Duty Free Tennis Championships, Dubaï",ATP 500,1 928 340 $,Dur (ext.)
24/02/2014,"Abierto Mexicano Telcel, Acapulco",ATP 500,1 309 770 $,Dur (ext.)
24/02/2014,"Brasil Open, São Paulo",ATP 250,474 005 $,Terre (int.)
06/03/2014,"BNP Paribas Open, Indian Wells",Masters 1000,5 240 015 $,Dur (ext.)
19/03/2014,"Sony Open Tennis, Miami",Masters 1000,4 720 380 $,Dur (ext.)
07/04/2014,"Grand Prix Hassan II, Casablanca",ATP 250,426 605 €,Terre (ext.)
07/04/2014,"Fayez Sarofim & Co. U.S. Men's Clay Court Championship, Houston",ATP 250,474 005 $,Terre (ext.)
14/04/2014,"Monte-Carlo Rolex Masters, Monte-Carlo",Masters 1000,2 884 675 €,Terre (ext.)
21/04/2014,"Barcelona Open BancSabadell, Barcelone",ATP 500,1 845 585 €,Terre (ext.)
21/04/2014,"BRD Nastase Tiriac Trophy, Bucarest",ATP 250,426 605 €,Terre (ext.)
28/04/2014,"BMW Open by FWU AG, Munich",ATP 250,426 605 €,Terre (ext.)
28/04/2014,"Portugal Open, Oeiras",ATP 250,426 605 €,Terre (ext.)
05/05/2014,"Mutua Madrid Open, Madrid",Masters 1000,3 671 405 €,Terre (ext.)
12/05/2014,"Internazionali BNL d'Italia, Rome",Masters 1000,2 884 675 €,Terre (ext.)
19/05/2014,"Düsseldorf Open, Düsseldorf",ATP 250,426 605 €,Terre (ext.)
19/05/2014,"Open de Nice Côte d'Azur, Nice",ATP 250,426 605 €,Terre (ext.)
26/05/2014,"Roland-Garros, Paris",G. Chelem,11 552 000 €,Terre (ext.)
09/06/2014,"Gerry Weber Open, Halle (Westf.)",ATP 250,711 010 €,Gazon (ext.)
09/06/2014,"AEGON Championships, Londres",ATP 250,711 010 €,Gazon (ext.)
16/06/2014,"Topshelf Open, Bois-le-Duc",ATP 250,426 605 €,Gazon (ext.)
16/06/2014,"AEGON International, Eastbourne",ATP 250,503 185 €,Gazon (ext.)
23/06/2014,"The Championships, Wimbledon, Londres",G. Chelem,11 715 000 £,Gazon (ext.)
07/07/2014,"SkiStar Swedish Open, Båstad",ATP 250,426 605 €,Terre (ext.)
07/07/2014,"MercedesCup, Stuttgart",ATP 250,426 605 €,Terre (ext.)
07/07/2014,"Hall of Fame Tennis Championships, Newport",ATP 250,474 005 $,Gazon (ext.)
14/07/2014,"bet-at-home Open - German Tennis Championships, Hambourg",ATP 500,1 190 700 €,Terre (ext.)
14/07/2014,"Claro Open Colombia, Bogota",ATP 250,663 610 $,Dur (ext.)
21/07/2014,"BB&T Atlanta Open, Atlanta",ATP 250,568 805 $,Dur (ext.)
21/07/2014,"Crédit Agricole Suisse Open Gstaad, Gstaad",ATP 250,426 605 €,Terre (ext.)
21/07/2014,"Vegeta Croatia Open Umag, Umag",ATP 250,426 605 €,Terre (ext.)
28/07/2014,"bet-at-home Cup, Kitzbühel",ATP 250,426 605 €,Terre (ext.)
28/07/2014,"Citi Open, Washington D.C.",ATP 500,1 399 700 $,Dur (ext.)
04/08/2014,"Coupe Rogers, Toronto",Masters 1000,3 146 920 $,Dur (ext.)
11/08/2014,"Western & Southern Open, Cincinnati",Masters 1000,3 356 715 $,Dur (ext.)
18/08/2014,"Winston-Salem Open, Winston-Salem",ATP 250,598 260 $,Dur (ext.)
25/08/2014,"US Open, Flushing Meadows",G. Chelem,17 851 880 $,Dur (ext.)
15/09/2014,"Moselle Open, Metz",ATP 250,426 605 €,Dur (int.)
22/09/2014,"Malaysian Open, Kuala Lumpur",ATP 250,910 520 $,Dur (int.)
22/09/2014,"Shenzhen Open, Shenzhen",ATP 250,590 230 $,Dur (ext.)
29/09/2014,"China Open, Pékin",ATP 500,2 500 470 $,Dur (ext.)
29/09/2014,"Rakuten Japan Open Tennis Championships, Tokyo",ATP 500,1 228 825 $,Dur (ext.)
05/10/2014,"Shanghai Rolex Masters, Shanghai",Masters 1000,4 195 895 $,Dur (ext.)
13/10/2014,"Kremlin Cup by Bank of Moscow, Moscou",ATP 250,776 620 $,Dur (int.)
13/10/2014,"If Stockholm Open, Stockholm",ATP 250,521 405 €,Dur (int.)
13/10/2014,"Erste Bank Open, Vienne",ATP 250,521 405 €,Dur (int.)
20/10/2014,"Valencia Open 500, Valence",ATP 500,1 615 780 €,Dur (int.)
20/10/2014,"Swiss Indoors Basel, Bâle",ATP 500,1 458 610 €,Dur (int.)
27/10/2014,"BNP Paribas Masters, Paris",Masters 1000,2 884 675 €,Dur (int.)
09/11/2014,"Barclays ATP World Tour Finals, Londres",Masters,6 500 000 $,Dur (int.)
